sponsor,tier,year,conference,is_bigtech,canonical_name
wayve,silver,2025,icml,False,NA
artificial intelligence talent agency,bronze,2025,icml,False,NA
bagel,bronze,2025,icml,False,NA
baidu,bronze,2025,icml,False,NA
cognizant al lab,bronze,2025,icml,False,NA
imc trading,bronze,2025,icml,False,NA
morgan stanley,bronze,2025,icml,False,NA
pdt partners,bronze,2025,icml,False,NA
runpod,bronze,2025,icml,False,NA
sonicjobs,bronze,2025,icml,False,NA
trexquant investment lp,bronze,2025,icml,False,NA
virtue ai,bronze,2025,icml,False,NA
yokogawa digital corporation,bronze,2025,icml,False,NA
北京聚宽投资管理有限公司（北京joinquant投资管理有限公司）,bronze,2025,icml,False,NA
"cocalc by sagemath, inc.",book,2025,icml,False,NA
frontiers,book,2025,icml,False,NA
"health data science, a science partner journal",book,2025,icml,False,NA
mdpi,book,2025,icml,False,NA
translated,book,2025,icml,False,NA
neptune.ai,de-stress,2025,icml,False,NA
alibaba cloud,diamond,2025,iclr,True,alibaba
bytedance,diamond,2025,iclr,True,bytedance
citadel | citadel securities,diamond,2025,iclr,False,NA
google research,diamond,2025,iclr,True,alphabet
infocomm media development authority,diamond,2025,iclr,False,NA
jane street,diamond,2025,iclr,False,NA
jump trading,diamond,2025,iclr,False,NA
meta,diamond,2025,iclr,True,meta
microsoft,diamond,2025,iclr,True,microsoft
optiver,diamond,2025,iclr,False,NA
the d. e. shaw group,diamond,2025,iclr,False,NA
abu dhabi investment authority,platinum,2025,iclr,False,NA
amazon,platinum,2025,iclr,True,amazon
ant research,platinum,2025,iclr,True,alibaba
apple inc.,platinum,2025,iclr,True,apple
encord,platinum,2025,iclr,False,NA
huawei,platinum,2025,iclr,True,huawei
hudson river trading,platinum,2025,iclr,False,NA
nebius,platinum,2025,iclr,False,NA
oracle,platinum,2025,iclr,True,oracle
salesforce,platinum,2025,iclr,False,NA
scale ai,platinum,2025,iclr,False,NA
shopify,platinum,2025,iclr,False,NA
turing,platinum,2025,iclr,False,NA
aleph alpha,gold,2025,iclr,False,NA
appen,gold,2025,iclr,False,NA
commonwealth bank,gold,2025,iclr,False,NA
d. e. shaw research,gold,2025,iclr,False,NA
meituan,gold,2025,iclr,False,NA
sea,gold,2025,iclr,False,NA
superannotate,gold,2025,iclr,False,NA
together ai,gold,2025,iclr,False,NA
toloka ai,gold,2025,iclr,True,alibaba
unitree robotics,gold,2025,iclr,False,NA
upwork inc.,gold,2025,iclr,False,NA
worldquant llc,gold,2025,iclr,False,NA
writer,gold,2025,iclr,False,NA
宽德投资wizardquant,gold,2025,iclr,False,NA
abaka ai,silver,2025,iclr,False,NA
atmanity inc.,silver,2025,iclr,False,NA
"booster robotics technology co., ltd",silver,2025,iclr,False,NA
heygen,silver,2025,iclr,False,NA
liquid,silver,2025,iclr,False,NA
mbzuai - institute of foundation models,silver,2025,iclr,False,NA
onesource cloud,silver,2025,iclr,False,NA
orby ai,silver,2025,iclr,False,NA
simular,silver,2025,iclr,False,NA
tesollo inc.,silver,2025,iclr,False,NA
typhoon l scb 10x,silver,2025,iclr,False,NA
zhongguancun academy,silver,2025,iclr,False,NA
adobe inc.,bronze,2025,iclr,False,NA
arc institute,bronze,2025,iclr,False,NA
baidu,bronze,2025,iclr,False,NA
eqvilent,bronze,2025,iclr,False,NA
openai,bronze,2025,iclr,True,openai
shanghai artificial intelligence laboratory,bronze,2025,iclr,False,NA
temasek,bronze,2025,iclr,False,NA
two sigma,bronze,2025,iclr,False,NA
science partner journals,publishers,2025,iclr,False,NA
springer,publishers,2025,iclr,False,NA
translated,publishers,2025,iclr,False,NA
google research dei,champion,2025,iclr,True,alphabet
apple inc. dei,leader,2025,iclr,True,apple
https://archimedesai.gr/en/,supporters,2025,facct,False,NA
https://www.athenarc.gr/en/home,supporters,2025,facct,False,NA
/static/images/2025_archimedes.png,supporters,2025,facct,False,NA
/static/images/2025_athena.jpg,supporters,2025,facct,False,NA
https://aws.amazon.com/machine-learning/responsible-machine-learning/,sponsors,2025,facct,True,amazon
https://www.deepmind.com/,sponsors,2025,facct,True,alphabet
https://svcf.org/,sponsors,2025,facct,False,NA
/static/images/2025logo/amazon-logo.png,sponsors,2025,facct,True,amazon
/static/images/2025logo/google-deep-mind-logo.jpg,sponsors,2025,facct,True,alphabet
/static/images/2025logo/svcf-logo.png,sponsors,2025,facct,False,NA
https://ai.meta.com/research/,sponsors,2025,facct,True,meta
https://openai.com,sponsors,2025,facct,True,openai
https://www.schmidtsciences.org/,sponsors,2025,facct,False,NA
https://www.tiktok.com/safety/en/,sponsors,2025,facct,True,bytedance
https://www.microsoft.com/en-us/,sponsors,2025,facct,True,microsoft
/static/images/2025logo/meta_logo.png,sponsors,2025,facct,True,meta
/static/images/2025logo/openai-logo.png,sponsors,2025,facct,True,openai
/static/images/2025logo/schmidtsciences-logo.png,sponsors,2025,facct,False,NA
/static/images/2025logo/tiktok_primary_logo_black.png,sponsors,2025,facct,True,bytedance
/static/images/2025logo/microsoft.png,sponsors,2025,facct,True,microsoft
https://ai.sony/,sponsors,2025,facct,False,NA
https://rc-trust.ai/,sponsors,2025,facct,False,NA
/static/images/2025logo/sony_ai_logo.png,sponsors,2025,facct,False,NA
/static/images/2025logo/rcts.png,sponsors,2025,facct,False,NA
