sponsor,tier,year,conference
"SuperAnnotate AI, Inc",Silver,2024,neurips
Thomson Reuters Labs,Silver,2024,neurips
Toloka AI,Silver,2024,neurips
Toyota Research Institute,Silver,2024,neurips
Two Sigma,Silver,2024,neurips
Unitree Robotics,Silver,2024,neurips
Vatic Labs,Silver,2024,neurips
Virtue AI,Silver,2024,neurips
Virtu Financial,Silver,2024,neurips
Woven by Toyota,Silver,2024,neurips
Yokogawa Digital Corporation,Silver,2024,neurips
AstraZeneca,Bronze,2024,neurips
Baidu,Bronze,2024,neurips
Basis Research Institute,Bronze,2024,neurips
Cognizant,Bronze,2024,neurips
Commonwealth Bank of Australia,Bronze,2024,neurips
Duolingo,Bronze,2024,neurips
IMC Trading,Bronze,2024,neurips
NatWest Group,Bronze,2024,neurips
PDT Partners,Bronze,2024,neurips
Susquehanna International Group,Bronze,2024,neurips
Vector Institute,Bronze,2024,neurips
Cambridge University Press,Book,2024,neurips
"CoCalc by Sagemath, Inc.",Book,2024,neurips
SIAM,Book,2024,neurips
Skim AI,Book,2024,neurips
Springer,Book,2024,neurips
Translated,Book,2024,neurips
Citadel and Citadel Securities,Diamond,2024,icml
Eqvilent,Diamond,2024,icml
Google Deepmind,Diamond,2024,icml
Google Research,Diamond,2024,icml
G-Research,Diamond,2024,icml
Jane Street,Diamond,2024,icml
Jump Trading,Diamond,2024,icml
Microsoft,Diamond,2024,icml
The D. E. Shaw Group,Diamond,2024,icml
Amazon Science,Platinum,2024,icml
ByteDance,Platinum,2024,icml
HSBC,Platinum,2024,icml
Apple,Platinum,2024,icml
Meta,Platinum,2024,icml
XTX Markets,Gold,2024,icml
Abu Dhabi Investment Authority (ADIA),Silver,2024,icml
Ant Group,Silver,2024,icml
AstraZeneca,Silver,2024,icml
Baidu,Silver,2024,icml
Capital One,Silver,2024,icml
Cerebras Systems,Silver,2024,icml
Comet,Silver,2024,icml
Criteo,Silver,2024,icml
Databricks,Silver,2024,icml
DatologyAI,Silver,2024,icml
Determined AI,Silver,2024,icml
Hudson River Trading,Silver,2024,icml
Lightning AI,Silver,2024,icml
Liquid AI,Silver,2024,icml
Mistral AI,Silver,2024,icml
Nebius AI,Silver,2024,icml
neptune.ai,Silver,2024,icml
Netflix Inc,Silver,2024,icml
Point72 / Cubist Systematic Strategies,Silver,2024,icml
Robinhood,Silver,2024,icml
Snowflake Poland Sp. z o.o.,Silver,2024,icml
Squarepoint-Capital,Silver,2024,icml
SuperAnnotate,Silver,2024,icml
Together AI,Silver,2024,icml
Toloka,Silver,2024,icml
Two Sigma,Silver,2024,icml
Virtu Financial,Silver,2024,icml
WorldQuant LLC,Silver,2024,icml
Yokogawa Digital Corporation,Silver,2024,icml
Cognizant,Bronze,2024,icml
eBay,Bronze,2024,icml
"Huawei Technologies Co., Ltd.",Bronze,2024,icml
Morgan Stanley,Bronze,2024,icml
PDT Partners,Bronze,2024,icml
Qualcomm,Bronze,2024,icml
QuantCo,Bronze,2024,icml
Tower Research Capital,Bronze,2024,icml
CoCalc,Book,2024,icml
"Health Science Data, a Science Partner Journal",Book,2024,icml
Springer,Book,2024,icml
Translated,Book,2024,icml
"UKRI Centre AI for Healthcare, Imperial College London",Book,2024,icml
Google DeepMind,Diamond,2024,iclr
Google Research,Diamond,2024,iclr
Meta,Diamond,2024,iclr
Microsoft,Diamond,2024,iclr
ByteDance,Platinum,2024,iclr
"Huawei Technologies Co., Ltd.",Platinum,2024,iclr
Scale AI,Platinum,2024,iclr
The D. E. Shaw Group,Platinum,2024,iclr
Amazon,Gold,2024,iclr
Apple,Gold,2024,iclr
Borealis AI,Gold,2024,iclr
Capital One,Gold,2024,iclr
D. E. Shaw Research,Gold,2024,iclr
Lightning AI,Gold,2024,iclr
Meituan,Gold,2024,iclr
Together AI,Gold,2024,iclr
KAUST AI Initiative AI Main Navigation,Silver,2024,iclr
Liquid AI,Silver,2024,iclr
Mistral AI,Silver,2024,iclr
Nebius AI,Silver,2024,iclr
Ahrefs,Bronze,2024,iclr
Ant Research,Bronze,2024,iclr
Baidu,Bronze,2024,iclr
Cognition,Bronze,2024,iclr
Cognizant AI Labs,Bronze,2024,iclr
Etched,Bronze,2024,iclr
OpenAI,Bronze,2024,iclr
Qualcomm,Bronze,2024,iclr
Sony AI,Bronze,2024,iclr
Tianqiao and Chrissy Chen Institute,Bronze,2024,iclr
Two Sigma,Bronze,2024,iclr
Cambridge University Press,Publishers,2024,iclr
"CoCalc by SageMath, Inc.",Publishers,2024,iclr
"Intelligent Computing, a Science Partner Journal",Publishers,2024,iclr
Translated,Publishers,2024,iclr
DeepMind DEI,Champion,2024,iclr
Google Research DEI,Champion,2024,iclr
Sony AI DEI Fund,Advocate,2024,iclr
Bosch,Leader,2024,iclr
https://survivalandflourishing.fund,Sponsors,2024,facct
/static/images/2024_saf.png,Sponsors,2024,facct
https://aws.amazon.com/machine-learning/responsible-machine-learning/,Sponsors,2024,facct
/static/images/2023_amazon.png,Sponsors,2024,facct
https://www.deepmind.com/,Sponsors,2024,facct
/static/images/2024_googledeepmind.png,Sponsors,2024,facct
Toloka AI,Platinum,2025,naacl
Adobe,Platinum,2025,naacl
Megagon,Platinum,2025,naacl
Baidu,Platinum,2025,naacl
Capital One,Platinum,2025,naacl
Apple,Gold,2025,naacl
Bloomberg,Gold,2025,naacl
Translated,Bronze,2025,naacl
Apple,Diversity and Inclusion Ally,2025,naacl
Amazon,Diamond,2025,neurips
Ant Group,Diamond,2025,neurips
Apple,Diamond,2025,neurips
Biohub,Diamond,2025,neurips
ByteDance,Diamond,2025,neurips
Citadel and Citadel Securities,Diamond,2025,neurips
Cloud Native Computing Foundation/PyTorch Foundation,Diamond,2025,neurips
Cogs & Marvel,Diamond,2025,neurips
D. E. Shaw Research,Diamond,2025,neurips
General Motors,Diamond,2025,neurips
Google,Diamond,2025,neurips
Handshake AI,Diamond,2025,neurips
Hudson River Trading,Diamond,2025,neurips
Jane Street,Diamond,2025,neurips
Jump Trading,Diamond,2025,neurips
Lambda,Diamond,2025,neurips
Lightwheel Limited,Diamond,2025,neurips
MBZUAI - Institute of Foundation Models,Diamond,2025,neurips
Microsoft Corporation,Diamond,2025,neurips
Ollama,Diamond,2025,neurips
Optiver,Diamond,2025,neurips
poolside,Diamond,2025,neurips
Qualcomm AI Research,Diamond,2025,neurips
Reflection,Diamond,2025,neurips
Renaissance Philanthropy,Diamond,2025,neurips
Shopify,Diamond,2025,neurips
Susquehanna International Group,Diamond,2025,neurips
Tesla,Diamond,2025,neurips
The D. E. Shaw Group,Diamond,2025,neurips
Turing,Diamond,2025,neurips
Abu Dhabi Investment Authority,Platinum,2025,neurips
Arm,Platinum,2025,neurips
Bloomberg,Platinum,2025,neurips
Capital One,Platinum,2025,neurips
Cohere,Platinum,2025,neurips
Databricks,Platinum,2025,neurips
DRW,Platinum,2025,neurips
Emmi AI,Platinum,2025,neurips
Encord,Platinum,2025,neurips
G-Research,Platinum,2025,neurips
Groq,Platinum,2025,neurips
IBM,Platinum,2025,neurips
IMC,Platinum,2025,neurips
Intuit,Platinum,2025,neurips
Invisible Technologies,Platinum,2025,neurips
JetBrains,Platinum,2025,neurips
NAVER,Platinum,2025,neurips
Nebius,Platinum,2025,neurips
Netflix,Platinum,2025,neurips
NVIDIA,Platinum,2025,neurips
Oracle,Platinum,2025,neurips
Qualcomm,Platinum,2025,neurips
Revelo,Platinum,2025,neurips
Salesforce,Platinum,2025,neurips
Scale AI,Platinum,2025,neurips
Snowflake,Platinum,2025,neurips
Sony,Platinum,2025,neurips
SoundPatrol,Platinum,2025,neurips
TD Bank Group - Layer6 AI,Platinum,2025,neurips
Waymo,Platinum,2025,neurips
Weights & Biases,Platinum,2025,neurips
Wells Fargo,Platinum,2025,neurips
WRITER,Platinum,2025,neurips
XTX Markets,Platinum,2025,neurips
Alibaba Cloud,Gold,2025,neurips
Appen,Gold,2025,neurips
Atlassian,Gold,2025,neurips
BlackRock Systematic,Gold,2025,neurips
Cartesia AI,Gold,2025,neurips
Cerebras Systems,Gold,2025,neurips
Commonwealth Bank of Australia,Gold,2025,neurips
Datacurve AI,Gold,2025,neurips
Datadog,Gold,2025,neurips
DatologyAI,Gold,2025,neurips
Distyl AI,Gold,2025,neurips
Figma Inc.,Gold,2025,neurips
Fundamental Technologies Inc.,Gold,2025,neurips
Genesis Molecular AI,Gold,2025,neurips
Intel,Gold,2025,neurips
JoinQuant,Gold,2025,neurips
KUAISHOU,Gold,2025,neurips
Lighthouse,Gold,2025,neurips
Lightly,Gold,2025,neurips
LinkedIn,Gold,2025,neurips
Liquid AI,Gold,2025,neurips
MathWorks,Gold,2025,neurips
Mila - Quebec AI Institute,Gold,2025,neurips
Novartis,Gold,2025,neurips
Point72 / Cubist Systematic Strategies,Gold,2025,neurips
Pydantic,Gold,2025,neurips
Qube Research and Technologies,Gold,2025,neurips
RBC Borealis,Gold,2025,neurips
Runpod,Gold,2025,neurips
Taobao and Tmall Group,Gold,2025,neurips
TELUS Digital,Gold,2025,neurips
Together AI,Gold,2025,neurips
Two Sigma,Gold,2025,neurips
Upwork,Gold,2025,neurips
Virtu Financial,Gold,2025,neurips
Voloridge Investment Management,Gold,2025,neurips
Voltage Park,Gold,2025,neurips
WorldQuant LLC,Gold,2025,neurips
Yokogawa Digital Corporation,Gold,2025,neurips
Boson AI,Silver,2025,neurips
Centific,Silver,2025,neurips
Dandy,Silver,2025,neurips
DataoceanAI,Silver,2025,neurips
Deccan AI,Silver,2025,neurips
Firstsource,Silver,2025,neurips
Flow Traders,Silver,2025,neurips
FuriosaAI,Silver,2025,neurips
Ideogram AI,Silver,2025,neurips
io.net,Silver,2025,neurips
MATS Research,Silver,2025,neurips
Meter,Silver,2025,neurips
Mirage,Silver,2025,neurips
Modal,Silver,2025,neurips
NatWest Group,Silver,2025,neurips
"NTT, Inc.",Silver,2025,neurips
Pruna AI,Silver,2025,neurips
ServiceNow,Silver,2025,neurips
Simular,Silver,2025,neurips
SPOC Biosciences,Silver,2025,neurips
Spotify,Silver,2025,neurips
Thomson Reuters,Silver,2025,neurips
Toloka AI Inc.,Silver,2025,neurips
Wayve,Silver,2025,neurips
Abaka AI,Bronze,2025,neurips
Astrus,Bronze,2025,neurips
Bagel Labs,Bronze,2025,neurips
Basis Research Institute,Bronze,2025,neurips
Clarifai,Bronze,2025,neurips
Conway,Bronze,2025,neurips
Deep Genomics Inc.,Bronze,2025,neurips
Lenovo,Bronze,2025,neurips
Lightning AI,Bronze,2025,neurips
NEC,Bronze,2025,neurips
OpenAI,Bronze,2025,neurips
PDT Partners,Bronze,2025,neurips
Sanctuary AI,Bronze,2025,neurips
"Scaled Cognition, Inc.",Bronze,2025,neurips
SonicJobs,Bronze,2025,neurips
Uber AI Solutions,Bronze,2025,neurips
Virtue AI,Bronze,2025,neurips
Association for Computing Machinery,Book,2025,neurips
Cambridge University Press,Book,2025,neurips
Intelligent Computing,Book,2025,neurips
IOP Publishing,Book,2025,neurips
Springer,Book,2025,neurips
The MIT Press,Book,2025,neurips
Translated,Book,2025,neurips
GBM,Mexico,2025,neurips
Citadel and Citadel Securities,Diamond,2025,icml
Cogs & Marvel,Diamond,2025,icml
D. E. Shaw Research,Diamond,2025,icml
Google,Diamond,2025,icml
Hudson River Trading LLC,Diamond,2025,icml
Jane Street,Diamond,2025,icml
Jump Trading,Diamond,2025,icml
Microsoft,Diamond,2025,icml
Optiver,Diamond,2025,icml
Susquehanna International Group,Diamond,2025,icml
The D. E. Shaw Group,Diamond,2025,icml
Akash Network,Platinum,2025,icml
Amazon,Platinum,2025,icml
Apple,Platinum,2025,icml
ByteDance,Platinum,2025,icml
Capital One,Platinum,2025,icml
Handshake AI,Platinum,2025,icml
IBM,Platinum,2025,icml
Ollama,Platinum,2025,icml
Shopify,Platinum,2025,icml
Tencent,Platinum,2025,icml
Turing,Platinum,2025,icml
Cartesia,Gold,2025,icml
Cerebras Systems,Gold,2025,icml
Comet,Gold,2025,icml
Databricks,Gold,2025,icml
DatologyAI,Gold,2025,icml
DRW,Gold,2025,icml
HUAWEI,Gold,2025,icml
Kaggle,Gold,2025,icml
Lambda,Gold,2025,icml
LinkedIn,Gold,2025,icml
Liquid AI,Gold,2025,icml
MBZUAI - Institute of Foundation Models,Gold,2025,icml
Nebius,Gold,2025,icml
Netflix Inc.,Gold,2025,icml
Point72 / Cubist Systematic Strategies,Gold,2025,icml
RBC Borealis,Gold,2025,icml
Scale AI,Gold,2025,icml
Together AI,Gold,2025,icml
Two Sigma,Gold,2025,icml
WRITER,Gold,2025,icml
Deccan AI,Silver,2025,icml
"SuperAnnotate AI, Inc",Silver,2025,icml
Toloka AI,Silver,2025,icml
Vast.ai,Silver,2025,icml
WaveForms AI,Silver,2025,icml
Wayve,Silver,2025,icml
Artificial Intelligence Talent Agency,Bronze,2025,icml
Bagel,Bronze,2025,icml
Baidu,Bronze,2025,icml
Cognizant Al Lab,Bronze,2025,icml
IMC Trading,Bronze,2025,icml
Morgan Stanley,Bronze,2025,icml
PDT Partners,Bronze,2025,icml
Runpod,Bronze,2025,icml
SonicJobs,Bronze,2025,icml
Trexquant Investment LP,Bronze,2025,icml
Virtue AI,Bronze,2025,icml
Yokogawa Digital Corporation,Bronze,2025,icml
北京聚宽投资管理有限公司（北京JoinQuant投资管理有限公司）,Bronze,2025,icml
"CoCalc by SageMath, Inc.",Book,2025,icml
Frontiers,Book,2025,icml
"Health Data Science, a Science Partner Journal",Book,2025,icml
MDPI,Book,2025,icml
Translated,Book,2025,icml
neptune.ai,De-Stress,2025,icml
Alibaba Cloud,Diamond,2025,iclr
ByteDance,Diamond,2025,iclr
Citadel | Citadel Securities,Diamond,2025,iclr
Google Research,Diamond,2025,iclr
INFOCOMM Media Development Authority,Diamond,2025,iclr
Jane Street,Diamond,2025,iclr
Jump Trading,Diamond,2025,iclr
Meta,Diamond,2025,iclr
Microsoft,Diamond,2025,iclr
Optiver,Diamond,2025,iclr
The D. E. Shaw Group,Diamond,2025,iclr
Abu Dhabi Investment Authority,Platinum,2025,iclr
AMAZON,Platinum,2025,iclr
Ant Research,Platinum,2025,iclr
Apple Inc.,Platinum,2025,iclr
Encord,Platinum,2025,iclr
Huawei,Platinum,2025,iclr
Hudson River Trading,Platinum,2025,iclr
Nebius,Platinum,2025,iclr
Oracle,Platinum,2025,iclr
Salesforce,Platinum,2025,iclr
Scale AI,Platinum,2025,iclr
Shopify,Platinum,2025,iclr
Turing,Platinum,2025,iclr
Aleph Alpha,Gold,2025,iclr
Appen,Gold,2025,iclr
Commonwealth Bank,Gold,2025,iclr
D. E. Shaw Research,Gold,2025,iclr
Meituan,Gold,2025,iclr
SEA,Gold,2025,iclr
SuperAnnotate,Gold,2025,iclr
Together AI,Gold,2025,iclr
Toloka AI,Gold,2025,iclr
Unitree Robotics,Gold,2025,iclr
Upwork Inc.,Gold,2025,iclr
WorldQuant LLC,Gold,2025,iclr
Writer,Gold,2025,iclr
宽德投资WizardQuant,Gold,2025,iclr
Abaka AI,Silver,2025,iclr
Atmanity Inc.,Silver,2025,iclr
"Booster Robotics Technology Co., Ltd",Silver,2025,iclr
HeyGen,Silver,2025,iclr
Liquid,Silver,2025,iclr
MBZUAI - Institute of Foundation Models,Silver,2025,iclr
OneSource Cloud,Silver,2025,iclr
Orby AI,Silver,2025,iclr
Simular,Silver,2025,iclr
TESOLLO INC.,Silver,2025,iclr
Typhoon l SCB 10X,Silver,2025,iclr
Zhongguancun Academy,Silver,2025,iclr
Adobe Inc.,Bronze,2025,iclr
Arc Institute,Bronze,2025,iclr
Baidu,Bronze,2025,iclr
Eqvilent,Bronze,2025,iclr
OpenAI,Bronze,2025,iclr
Shanghai Artificial Intelligence Laboratory,Bronze,2025,iclr
Temasek,Bronze,2025,iclr
Two Sigma,Bronze,2025,iclr
Science Partner Journals,Publishers,2025,iclr
Springer,Publishers,2025,iclr
Translated,Publishers,2025,iclr
Google Research DEI,Champion,2025,iclr
Apple Inc. DEI,Leader,2025,iclr
https://archimedesai.gr/en/,Supporters,2025,facct
https://www.athenarc.gr/en/home,Supporters,2025,facct
/static/images/2025_archimedes.png,Supporters,2025,facct
/static/images/2025_athena.jpg,Supporters,2025,facct
https://aws.amazon.com/machine-learning/responsible-machine-learning/,Sponsors,2025,facct
https://www.deepmind.com/,Sponsors,2025,facct
https://svcf.org/,Sponsors,2025,facct
/static/images/2025logo/Amazon-logo.png,Sponsors,2025,facct
/static/images/2025logo/google-deep-mind-logo.jpg,Sponsors,2025,facct
/static/images/2025logo/SVCF-Logo.png,Sponsors,2025,facct
https://ai.meta.com/research/,Sponsors,2025,facct
https://openai.com,Sponsors,2025,facct
https://www.schmidtsciences.org/,Sponsors,2025,facct
https://www.tiktok.com/safety/en/,Sponsors,2025,facct
https://www.microsoft.com/en-us/,Sponsors,2025,facct
/static/images/2025logo/Meta_Logo.png,Sponsors,2025,facct
/static/images/2025logo/OpenAI-Logo.png,Sponsors,2025,facct
/static/images/2025logo/Schmidtsciences-logo.png,Sponsors,2025,facct
/static/images/2025logo/TIKTOK_PRIMARY_LOGO_BLACK.png,Sponsors,2025,facct
/static/images/2025logo/Microsoft.png,Sponsors,2025,facct
https://ai.sony/,Sponsors,2025,facct
https://rc-trust.ai/,Sponsors,2025,facct
/static/images/2025logo/Sony_AI_Logo.png,Sponsors,2025,facct
/static/images/2025logo/RCTS.png,Sponsors,2025,facct
